"","task","id","group","session","trial","condition","trialxcondition","RT","ACC","liking"
"3265","pav",256,"obese","second",25,"CSplus",13,0,0,50.0000011973684
"3266","pav",256,"obese","second",26,"CSminus",13,0,0,50.0000011973684
"3267","pav",256,"obese","second",27,"CSminus",14,0,0,50.0000011973684
"3268","pav",256,"obese","second",28,"CSplus",14,0,0,50.0000011973684
"3269","pav",256,"obese","second",29,"CSminus",15,0,0,50.0000011973684
"3270","pav",256,"obese","second",30,"CSplus",15,0,0,50.0000011973684
"3271","pav",256,"obese","second",31,"CSplus",16,0,0,50.0000011973684
"3272","pav",256,"obese","second",32,"CSminus",16,0,0,50.0000011973684
"3273","pav",256,"obese","second",33,"CSminus",17,0,0,50.0000011973684
"3274","pav",256,"obese","second",34,"CSplus",17,0,0,50.0000011973684
"3275","pav",256,"obese","second",35,"CSplus",18,0,0,50.0000011973684
"3276","pav",256,"obese","second",36,"CSminus",18,0,0,50.0000011973684
"3277","pav",256,"obese","second",37,"CSminus",19,0,0,50.0000011973684
"3278","pav",256,"obese","second",38,"CSplus",19,0,0,50.0000011973684
"3279","pav",256,"obese","second",39,"CSplus",20,0,0,50.0000011973684
"3280","pav",256,"obese","second",40,"CSminus",20,0,0,50.0000011973684
"3281","pav",258,"obese","second",1,"CSplus",1,0.2825039,1,26.6447430101282
"3282","pav",258,"obese","second",2,"CSminus",1,0.3687112,1,50.0000011973684
"3283","pav",258,"obese","second",3,"CSplus",2,0.2619172,1,26.6447430101282
"3284","pav",258,"obese","second",4,"CSminus",2,0.2775828,1,50.0000011973684
"3285","pav",258,"obese","second",5,"CSplus",3,0.3174391,1,26.6447430101282
"3286","pav",258,"obese","second",6,"CSminus",3,0.325629,1,50.0000011973684
"3287","pav",258,"obese","second",7,"CSplus",4,0.3747182,1,26.6447430101282
"3288","pav",258,"obese","second",8,"CSminus",4,0.3416831,1,50.0000011973684
"3289","pav",258,"obese","second",9,"CSplus",5,0.4352732,1,26.6447430101282
"3290","pav",258,"obese","second",10,"CSminus",5,0.4108986,1,50.0000011973684
"3291","pav",258,"obese","second",11,"CSminus",6,0.4054607,1,50.0000011973684
"3292","pav",258,"obese","second",12,"CSplus",6,0.3253919,1,26.6447430101282
"3293","pav",258,"obese","second",13,"CSminus",7,0.3652474,1,50.0000011973684
"3294","pav",258,"obese","second",14,"CSplus",7,0.3303806,1,26.6447430101282
"3295","pav",258,"obese","second",15,"CSplus",8,0.3252132,1,26.6447430101282
"3296","pav",258,"obese","second",16,"CSminus",8,0.3916568,1,50.0000011973684
"3297","pav",258,"obese","second",17,"CSminus",9,0.3519486,1,50.0000011973684
"3298","pav",258,"obese","second",18,"CSplus",9,0.324593,1,26.6447430101282
"3299","pav",258,"obese","second",19,"CSminus",10,0.4041545,1,50.0000011973684
"3300","pav",258,"obese","second",20,"CSplus",10,0.324663,1,26.6447430101282
"3301","pav",258,"obese","second",21,"CSminus",11,0.3342368,1,50.0000011973684
"3302","pav",258,"obese","second",22,"CSplus",11,0.4041912,1,26.6447430101282
"3303","pav",258,"obese","second",23,"CSplus",12,0.3399274,1,26.6447430101282
"3304","pav",258,"obese","second",24,"CSminus",12,0.3656497,1,50.0000011973684
"3305","pav",258,"obese","second",25,"CSminus",13,0.3507714,1,50.0000011973684
"3306","pav",258,"obese","second",26,"CSplus",13,0.3433693,1,26.6447430101282
"3307","pav",258,"obese","second",27,"CSplus",14,0.3809409,1,26.6447430101282
"3308","pav",258,"obese","second",28,"CSminus",14,0.310528,1,50.0000011973684
"3309","pav",258,"obese","second",29,"CSplus",15,0.3397402,1,26.6447430101282
"3310","pav",258,"obese","second",30,"CSminus",15,0.3756027,1,50.0000011973684
"3311","pav",258,"obese","second",31,"CSminus",16,0.3242309,1,50.0000011973684
"3312","pav",258,"obese","second",32,"CSplus",16,0.3174541,1,26.6447430101282
"3313","pav",258,"obese","second",33,"CSminus",17,0.4186927,1,50.0000011973684
"3314","pav",258,"obese","second",34,"CSplus",17,0.3039739,1,26.6447430101282
"3315","pav",258,"obese","second",35,"CSplus",18,0.3880746,1,26.6447430101282
"3316","pav",258,"obese","second",36,"CSminus",18,0.293635,1,50.0000011973684
"3317","pav",258,"obese","second",37,"CSplus",19,0.3793183,1,26.6447430101282
"3318","pav",258,"obese","second",38,"CSminus",19,0.4140598,1,50.0000011973684
"3319","pav",258,"obese","second",39,"CSminus",20,0.2553045,1,50.0000011973684
"3320","pav",258,"obese","second",40,"CSplus",20,0.3368059,1,26.6447430101282
"3321","pav",259,"obese","second",1,"CSminus",1,0.3411707,1,66.7763184756753
"3322","pav",259,"obese","second",2,"CSplus",1,0.4316615,1,74.6710595400798
"3323","pav",259,"obese","second",3,"CSminus",2,0.355982,1,66.7763184756753
"3324","pav",259,"obese","second",4,"CSplus",2,0.3048157,1,74.6710595400798
"3325","pav",259,"obese","second",5,"CSminus",3,0.4575178,1,66.7763184756753
"3326","pav",259,"obese","second",6,"CSplus",3,0.4345755,1,74.6710595400798
"3327","pav",259,"obese","second",7,"CSplus",4,0.2689937,1,74.6710595400798
"3328","pav",259,"obese","second",8,"CSminus",4,0.463066,1,66.7763184756753
"3329","pav",259,"obese","second",9,"CSplus",5,0.3577668,1,74.6710595400798
"3330","pav",259,"obese","second",10,"CSminus",5,0.2951757,1,66.7763184756753
"3331","pav",259,"obese","second",11,"CSminus",6,0.310347,1,66.7763184756753
"3332","pav",259,"obese","second",12,"CSplus",6,0.5285894,1,74.6710595400798
"3333","pav",259,"obese","second",13,"CSplus",7,0.389171,1,74.6710595400798
"3334","pav",259,"obese","second",14,"CSminus",7,0.276433,1,66.7763184756753
"3335","pav",259,"obese","second",15,"CSminus",8,0.2649879,1,66.7763184756753
"3336","pav",259,"obese","second",16,"CSplus",8,0.3047171,1,74.6710595400798
"3337","pav",259,"obese","second",17,"CSminus",9,0.3914491,1,66.7763184756753
"3338","pav",259,"obese","second",18,"CSplus",9,0.2696707,1,74.6710595400798
"3339","pav",259,"obese","second",19,"CSminus",10,0.395839,1,66.7763184756753
"3340","pav",259,"obese","second",20,"CSplus",10,0.2585085,1,74.6710595400798
"3341","pav",259,"obese","second",21,"CSminus",11,0.3771522,1,66.7763184756753
"3342","pav",259,"obese","second",22,"CSplus",11,0.3684999,1,74.6710595400798
"3343","pav",259,"obese","second",23,"CSplus",12,0.4662885,1,74.6710595400798
"3344","pav",259,"obese","second",24,"CSminus",12,0.3318273,1,66.7763184756753
"3345","pav",259,"obese","second",25,"CSminus",13,0.5593634,1,66.7763184756753
"3346","pav",259,"obese","second",26,"CSplus",13,0.304087,1,74.6710595400798
"3347","pav",259,"obese","second",27,"CSplus",14,0.37616,1,74.6710595400798
"3348","pav",259,"obese","second",28,"CSminus",14,0.2909403,1,66.7763184756753
"3349","pav",259,"obese","second",29,"CSminus",15,0.3447252,1,66.7763184756753
"3350","pav",259,"obese","second",30,"CSplus",15,0.2344632,1,74.6710595400798
"3351","pav",259,"obese","second",31,"CSplus",16,0.2496107,1,74.6710595400798
"3352","pav",259,"obese","second",32,"CSminus",16,0.37705,1,66.7763184756753
"3353","pav",259,"obese","second",33,"CSplus",17,0.2826182,1,74.6710595400798
"3354","pav",259,"obese","second",34,"CSminus",17,0.4338592,1,66.7763184756753
"3355","pav",259,"obese","second",35,"CSminus",18,0.4914772,1,66.7763184756753
"3356","pav",259,"obese","second",36,"CSplus",18,0.360999,1,74.6710595400798
"3357","pav",259,"obese","second",37,"CSplus",19,0.2504938,1,74.6710595400798
"3358","pav",259,"obese","second",38,"CSminus",19,0.2807568,1,66.7763184756753
"3359","pav",259,"obese","second",39,"CSplus",20,0.4972056,1,74.6710595400798
"3360","pav",259,"obese","second",40,"CSminus",20,0.2102306,1,66.7763184756753
"3361","pav",262,"obese","second",1,"CSplus",1,0.3289002,1,100
"3362","pav",262,"obese","second",2,"CSminus",1,0.3182431,1,31.5789427049861
"3363","pav",262,"obese","second",3,"CSminus",2,0.3039044,1,31.5789427049861
"3364","pav",262,"obese","second",4,"CSplus",2,0.3259802,1,100
"3365","pav",262,"obese","second",5,"CSplus",3,0.4889466,1,100
"3366","pav",262,"obese","second",6,"CSminus",3,0.3859486,1,31.5789427049861
"3367","pav",262,"obese","second",7,"CSminus",4,0.3716477,1,31.5789427049861
"3368","pav",262,"obese","second",8,"CSplus",4,0.3933095,1,100
"3369","pav",262,"obese","second",9,"CSminus",5,0.4284903,1,31.5789427049861
"3370","pav",262,"obese","second",10,"CSplus",5,0.4212532,1,100
"3371","pav",262,"obese","second",11,"CSplus",6,0.3673303,1,100
"3372","pav",262,"obese","second",12,"CSminus",6,0.3394725,1,31.5789427049861
"3373","pav",262,"obese","second",13,"CSplus",7,0.3663474,1,100
"3374","pav",262,"obese","second",14,"CSminus",7,0.3159172,1,31.5789427049861
"3375","pav",262,"obese","second",15,"CSplus",8,0.4139049,1,100
"3376","pav",262,"obese","second",16,"CSminus",8,0.5892765,1,31.5789427049861
"3377","pav",262,"obese","second",17,"CSminus",9,0.2971399,1,31.5789427049861
"3378","pav",262,"obese","second",18,"CSplus",9,0.41825,1,100
"3379","pav",262,"obese","second",19,"CSminus",10,0.4079328,1,31.5789427049861
"3380","pav",262,"obese","second",20,"CSplus",10,0.4946579,1,100
"3381","pav",262,"obese","second",21,"CSminus",11,0.4267208,1,31.5789427049861
"3382","pav",262,"obese","second",22,"CSplus",11,0.477905,1,100
"3383","pav",262,"obese","second",23,"CSminus",12,0.4507185,1,31.5789427049861
"3384","pav",262,"obese","second",24,"CSplus",12,0.4112965,1,100
"3385","pav",262,"obese","second",25,"CSplus",13,0.4916385,1,100
"3386","pav",262,"obese","second",26,"CSminus",13,0.4310722,1,31.5789427049861
"3387","pav",262,"obese","second",27,"CSplus",14,0.4090178,1,100
"3388","pav",262,"obese","second",28,"CSminus",14,0.4978805,1,31.5789427049861
"3389","pav",262,"obese","second",29,"CSminus",15,0.470243,1,31.5789427049861
"3390","pav",262,"obese","second",30,"CSplus",15,0.4583194,1,100
"3391","pav",262,"obese","second",31,"CSminus",16,0.3216087,1,31.5789427049861
"3392","pav",262,"obese","second",32,"CSplus",16,0.395246,1,100
"3393","pav",262,"obese","second",33,"CSplus",17,0.4698617,1,100
"3394","pav",262,"obese","second",34,"CSminus",17,0.3730281,1,31.5789427049861
"3395","pav",262,"obese","second",35,"CSplus",18,0.4143514,1,100
"3396","pav",262,"obese","second",36,"CSminus",18,0.5087506,1,31.5789427049861
"3397","pav",262,"obese","second",37,"CSminus",19,0.4324087,1,31.5789427049861
"3398","pav",262,"obese","second",38,"CSplus",19,0.287177,1,100
"3399","pav",262,"obese","second",39,"CSplus",20,0.5132447,1,100
"3400","pav",262,"obese","second",40,"CSminus",20,0.5864256,1,31.5789427049861
"3401","pav",263,"obese","second",1,"CSplus",1,0.3017029,1,100
"3402","pav",263,"obese","second",2,"CSminus",1,0.4372053,1,34.5394721008483
"3403","pav",263,"obese","second",3,"CSminus",2,0.4339699,1,34.5394721008483
"3404","pav",263,"obese","second",4,"CSplus",2,0.3531956,1,100
"3405","pav",263,"obese","second",5,"CSminus",3,0.3031563,1,34.5394721008483
"3406","pav",263,"obese","second",6,"CSplus",3,0.3089986,1,100
"3407","pav",263,"obese","second",7,"CSminus",4,0.476706,1,34.5394721008483
"3408","pav",263,"obese","second",8,"CSplus",4,0.5650701,1,100
"3409","pav",263,"obese","second",9,"CSminus",5,0.3630152,1,34.5394721008483
"3410","pav",263,"obese","second",10,"CSplus",5,0.438882,1,100
"3411","pav",263,"obese","second",11,"CSplus",6,0.4086839,1,100
"3412","pav",263,"obese","second",12,"CSminus",6,0.4517135,1,34.5394721008483
"3413","pav",263,"obese","second",13,"CSplus",7,0.354981,1,100
"3414","pav",263,"obese","second",14,"CSminus",7,0.359278,1,34.5394721008483
"3415","pav",263,"obese","second",15,"CSminus",8,0.3719058,1,34.5394721008483
"3416","pav",263,"obese","second",16,"CSplus",8,0.3994243,1,100
"3417","pav",263,"obese","second",17,"CSminus",9,0.2908394,1,34.5394721008483
"3418","pav",263,"obese","second",18,"CSplus",9,0.4830266,1,100
"3419","pav",263,"obese","second",19,"CSplus",10,0.4187313,1,100
"3420","pav",263,"obese","second",20,"CSminus",10,0.3329136,1,34.5394721008483
"3421","pav",263,"obese","second",21,"CSplus",11,0.3544176,1,100
"3422","pav",263,"obese","second",22,"CSminus",11,0.6832421,1,34.5394721008483
"3423","pav",263,"obese","second",23,"CSplus",12,0.4138546,1,100
"3424","pav",263,"obese","second",24,"CSminus",12,0.4152026,1,34.5394721008483
"3425","pav",263,"obese","second",25,"CSminus",13,0.3788268,1,34.5394721008483
"3426","pav",263,"obese","second",26,"CSplus",13,0.3289047,1,100
"3427","pav",263,"obese","second",27,"CSplus",14,0.4949411,1,100
"3428","pav",263,"obese","second",28,"CSminus",14,0.2474336,1,34.5394721008483
"3429","pav",263,"obese","second",29,"CSminus",15,0.4117393,1,34.5394721008483
"3430","pav",263,"obese","second",30,"CSplus",15,0.3177095,1,100
"3431","pav",263,"obese","second",31,"CSminus",16,0.2445079,1,34.5394721008483
"3432","pav",263,"obese","second",32,"CSplus",16,0.2658404,1,100
"3433","pav",263,"obese","second",33,"CSplus",17,0.4189969,1,100
"3434","pav",263,"obese","second",34,"CSminus",17,0.3029595,1,34.5394721008483
"3435","pav",263,"obese","second",35,"CSminus",18,0.306697,1,34.5394721008483
"3436","pav",263,"obese","second",36,"CSplus",18,0.3495419,1,100
"3437","pav",263,"obese","second",37,"CSplus",19,0.3395209,1,100
"3438","pav",263,"obese","second",38,"CSminus",19,0.3199204,1,34.5394721008483
"3439","pav",263,"obese","second",39,"CSminus",20,0.3089034,1,34.5394721008483
"3440","pav",263,"obese","second",40,"CSplus",20,0.3267546,1,100
"3441","pav",264,"obese","second",1,"CSminus",1,0.4048326,1,69.4078948392486
"3442","pav",264,"obese","second",2,"CSplus",1,0.3897737,1,88.1578943902354
"3443","pav",264,"obese","second",3,"CSminus",2,0.4816688,1,69.4078948392486
"3444","pav",264,"obese","second",4,"CSplus",2,0.3584191,1,88.1578943902354
"3445","pav",264,"obese","second",5,"CSminus",3,0.3834332,1,69.4078948392486
"3446","pav",264,"obese","second",6,"CSplus",3,0.4228484,1,88.1578943902354
"3447","pav",264,"obese","second",7,"CSminus",4,0.4046472,1,69.4078948392486
"3448","pav",264,"obese","second",8,"CSplus",4,0.4870686,1,88.1578943902354
"3449","pav",264,"obese","second",9,"CSplus",5,0.537761,1,88.1578943902354
"3450","pav",264,"obese","second",10,"CSminus",5,0.4391579,1,69.4078948392486
"3451","pav",264,"obese","second",11,"CSplus",6,0.3434864,1,88.1578943902354
"3452","pav",264,"obese","second",12,"CSminus",6,0.4336659,1,69.4078948392486
"3453","pav",264,"obese","second",13,"CSminus",7,0.5221655,1,69.4078948392486
"3454","pav",264,"obese","second",14,"CSplus",7,0.5734177,1,88.1578943902354
"3455","pav",264,"obese","second",15,"CSminus",8,0.5183459,1,69.4078948392486
"3456","pav",264,"obese","second",16,"CSplus",8,0.5097606,1,88.1578943902354
"3457","pav",264,"obese","second",17,"CSminus",9,0.7160432,1,69.4078948392486
"3458","pav",264,"obese","second",18,"CSplus",9,0.3813076,1,88.1578943902354
"3459","pav",264,"obese","second",19,"CSplus",10,0.4079803,1,88.1578943902354
"3460","pav",264,"obese","second",20,"CSminus",10,0,0,69.4078948392486
"3461","pav",264,"obese","second",21,"CSminus",11,0.4105995,1,69.4078948392486
"3462","pav",264,"obese","second",22,"CSplus",11,0.5328153,1,88.1578943902354
"3463","pav",264,"obese","second",23,"CSminus",12,0.5609602,1,69.4078948392486
"3464","pav",264,"obese","second",24,"CSplus",12,0.5036941,1,88.1578943902354
"3465","pav",264,"obese","second",25,"CSminus",13,0.5991868,1,69.4078948392486
"3466","pav",264,"obese","second",26,"CSplus",13,0.377467,1,88.1578943902354
"3467","pav",264,"obese","second",27,"CSplus",14,0.4164427,1,88.1578943902354
"3468","pav",264,"obese","second",28,"CSminus",14,0.6046418,0,69.4078948392486
"3469","pav",264,"obese","second",29,"CSminus",15,0.4614776,1,69.4078948392486
"3470","pav",264,"obese","second",30,"CSplus",15,0.8437047,1,88.1578943902354
"3471","pav",264,"obese","second",31,"CSplus",16,0.5693974,1,88.1578943902354
"3472","pav",264,"obese","second",32,"CSminus",16,0.4869246,1,69.4078948392486
"3473","pav",264,"obese","second",33,"CSplus",17,0.9757416,1,88.1578943902354
"3474","pav",264,"obese","second",34,"CSminus",17,0.895556,1,69.4078948392486
"3475","pav",264,"obese","second",35,"CSminus",18,0.5100157,1,69.4078948392486
"3476","pav",264,"obese","second",36,"CSplus",18,0.4990245,1,88.1578943902354
"3477","pav",264,"obese","second",37,"CSminus",19,0.5272545,1,69.4078948392486
"3478","pav",264,"obese","second",38,"CSplus",19,0.580348,1,88.1578943902354
"3479","pav",264,"obese","second",39,"CSplus",20,0.6712309,1,88.1578943902354
"3480","pav",264,"obese","second",40,"CSminus",20,0.6717789,1,69.4078948392486
"3481","pav",265,"obese","second",1,"CSplus",1,0.2562733,1,66.7763184756753
"3482","pav",265,"obese","second",2,"CSminus",1,0.3213438,1,62.1710598394219
"3483","pav",265,"obese","second",3,"CSminus",2,0.2925228,1,62.1710598394219
"3484","pav",265,"obese","second",4,"CSplus",2,0.228845,1,66.7763184756753
"3485","pav",265,"obese","second",5,"CSplus",3,0.2648085,1,66.7763184756753
"3486","pav",265,"obese","second",6,"CSminus",3,0.3526918,1,62.1710598394219
"3487","pav",265,"obese","second",7,"CSplus",4,0.4139742,1,66.7763184756753
"3488","pav",265,"obese","second",8,"CSminus",4,0.3664274,1,62.1710598394219
"3489","pav",265,"obese","second",9,"CSminus",5,0.3427402,1,62.1710598394219
"3490","pav",265,"obese","second",10,"CSplus",5,0.28809,1,66.7763184756753
"3491","pav",265,"obese","second",11,"CSplus",6,0.3095014,1,66.7763184756753
"3492","pav",265,"obese","second",12,"CSminus",6,0.3926776,1,62.1710598394219
"3493","pav",265,"obese","second",13,"CSplus",7,0.2955317,1,66.7763184756753
"3494","pav",265,"obese","second",14,"CSminus",7,0.3411919,1,62.1710598394219
"3495","pav",265,"obese","second",15,"CSplus",8,0.3487854,1,66.7763184756753
"3496","pav",265,"obese","second",16,"CSminus",8,0.3619083,1,62.1710598394219
"3497","pav",265,"obese","second",17,"CSplus",9,0.2275338,1,66.7763184756753
"3498","pav",265,"obese","second",18,"CSminus",9,0.4222813,1,62.1710598394219
"3499","pav",265,"obese","second",19,"CSplus",10,0.473014,1,66.7763184756753
"3500","pav",265,"obese","second",20,"CSminus",10,0.3911199,1,62.1710598394219
"3501","pav",265,"obese","second",21,"CSplus",11,0.4717604,0,66.7763184756753
"3502","pav",265,"obese","second",22,"CSminus",11,0.3137164,1,62.1710598394219
"3503","pav",265,"obese","second",23,"CSminus",12,0.320464,1,62.1710598394219
"3504","pav",265,"obese","second",24,"CSplus",12,0.4103448,1,66.7763184756753
"3505","pav",265,"obese","second",25,"CSplus",13,0.3032556,1,66.7763184756753
"3506","pav",265,"obese","second",26,"CSminus",13,0.294447,1,62.1710598394219
"3507","pav",265,"obese","second",27,"CSminus",14,0.4055788,1,62.1710598394219
"3508","pav",265,"obese","second",28,"CSplus",14,0.2636279,1,66.7763184756753
"3509","pav",265,"obese","second",29,"CSminus",15,0.318788,1,62.1710598394219
"3510","pav",265,"obese","second",30,"CSplus",15,0.3438318,1,66.7763184756753
"3511","pav",265,"obese","second",31,"CSminus",16,0.3092806,1,62.1710598394219
"3512","pav",265,"obese","second",32,"CSplus",16,0.2527305,1,66.7763184756753
"3513","pav",265,"obese","second",33,"CSminus",17,0.3736711,1,62.1710598394219
"3514","pav",265,"obese","second",34,"CSplus",17,0.5606386,1,66.7763184756753
"3515","pav",265,"obese","second",35,"CSplus",18,0.2224979,1,66.7763184756753
"3516","pav",265,"obese","second",36,"CSminus",18,0.2812576,1,62.1710598394219
"3517","pav",265,"obese","second",37,"CSminus",19,0.3937283,1,62.1710598394219
"3518","pav",265,"obese","second",38,"CSplus",19,0.2963772,1,66.7763184756753
"3519","pav",265,"obese","second",39,"CSplus",20,0.2786811,1,66.7763184756753
"3520","pav",265,"obese","second",40,"CSminus",20,0.2930607,1,62.1710598394219
"3521","pav",266,"obese","second",1,"CSplus",1,0.3526955,1,100
"3522","pav",266,"obese","second",2,"CSminus",1,0.396612,1,50.0000011973684
"3523","pav",266,"obese","second",3,"CSminus",2,0.4738584,1,50.0000011973684
"3524","pav",266,"obese","second",4,"CSplus",2,0.3499588,1,100
"3525","pav",266,"obese","second",5,"CSminus",3,0.4734441,1,50.0000011973684
"3526","pav",266,"obese","second",6,"CSplus",3,0.5044041,1,100
"3527","pav",266,"obese","second",7,"CSplus",4,0.4509387,1,100
"3528","pav",266,"obese","second",8,"CSminus",4,0.4613842,1,50.0000011973684
"3529","pav",266,"obese","second",9,"CSminus",5,0.4568867,1,50.0000011973684
"3530","pav",266,"obese","second",10,"CSplus",5,0.5715836,1,100
"3531","pav",266,"obese","second",11,"CSplus",6,0.6058647,1,100
"3532","pav",266,"obese","second",12,"CSminus",6,0.5122803,1,50.0000011973684
"3533","pav",266,"obese","second",13,"CSplus",7,0.4040712,1,100
"3534","pav",266,"obese","second",14,"CSminus",7,0.5542057,1,50.0000011973684
"3535","pav",266,"obese","second",15,"CSminus",8,0.8693927,1,50.0000011973684
"3536","pav",266,"obese","second",16,"CSplus",8,0.374868,1,100
"3537","pav",266,"obese","second",17,"CSminus",9,0.6147343,1,50.0000011973684
"3538","pav",266,"obese","second",18,"CSplus",9,0.4264663,1,100
"3539","pav",266,"obese","second",19,"CSminus",10,0.5261653,1,50.0000011973684
"3540","pav",266,"obese","second",20,"CSplus",10,0.5418849,1,100
"3541","pav",266,"obese","second",21,"CSplus",11,0.4763307,1,100
"3542","pav",266,"obese","second",22,"CSminus",11,0.6064167,1,50.0000011973684
"3543","pav",266,"obese","second",23,"CSplus",12,0.4691585,1,100
"3544","pav",266,"obese","second",24,"CSminus",12,0.5454795,1,50.0000011973684
"3545","pav",266,"obese","second",25,"CSplus",13,0,0,100
"3546","pav",266,"obese","second",26,"CSminus",13,0.9100714,1,50.0000011973684
"3547","pav",266,"obese","second",27,"CSplus",14,0.655846,1,100
"3548","pav",266,"obese","second",28,"CSminus",14,0.625455,1,50.0000011973684
"3549","pav",266,"obese","second",29,"CSminus",15,0.429904,1,50.0000011973684
"3550","pav",266,"obese","second",30,"CSplus",15,0.4095385,1,100
"3551","pav",266,"obese","second",31,"CSplus",16,0.5740898,1,100
"3552","pav",266,"obese","second",32,"CSminus",16,0.6886019,1,50.0000011973684
"3553","pav",266,"obese","second",33,"CSplus",17,0.548321,1,100
"3554","pav",266,"obese","second",34,"CSminus",17,0.8124754,1,50.0000011973684
"3555","pav",266,"obese","second",35,"CSminus",18,0.4596898,1,50.0000011973684
"3556","pav",266,"obese","second",36,"CSplus",18,0.5330875,1,100
"3557","pav",266,"obese","second",37,"CSminus",19,0.499197,1,50.0000011973684
"3558","pav",266,"obese","second",38,"CSplus",19,0.4993337,1,100
"3559","pav",266,"obese","second",39,"CSminus",20,0.5271328,1,50.0000011973684
"3560","pav",266,"obese","second",40,"CSplus",20,0.5727921,1,100
"3561","pav",267,"obese","second",1,"CSplus",1,0.4018791,1,69.4078948392486
"3562","pav",267,"obese","second",2,"CSminus",1,0.4235038,1,50.0000011973684
"3563","pav",267,"obese","second",3,"CSminus",2,0.5839052,1,50.0000011973684
"3564","pav",267,"obese","second",4,"CSplus",2,0.539818,1,69.4078948392486
"3565","pav",267,"obese","second",5,"CSminus",3,0.547528,1,50.0000011973684
"3566","pav",267,"obese","second",6,"CSplus",3,0.6238185,1,69.4078948392486
"3567","pav",267,"obese","second",7,"CSplus",4,0.6240947,1,69.4078948392486
"3568","pav",267,"obese","second",8,"CSminus",4,0.52988,1,50.0000011973684
"3569","pav",267,"obese","second",9,"CSplus",5,0.5558278,1,69.4078948392486
"3570","pav",267,"obese","second",10,"CSminus",5,0.55223,1,50.0000011973684
"3571","pav",267,"obese","second",11,"CSplus",6,0.61934,1,69.4078948392486
"3572","pav",267,"obese","second",12,"CSminus",6,0.7246153,1,50.0000011973684
"3573","pav",267,"obese","second",13,"CSplus",7,0.86887,1,69.4078948392486
"3574","pav",267,"obese","second",14,"CSminus",7,0.9675548,1,50.0000011973684
"3575","pav",267,"obese","second",15,"CSplus",8,0.56055,1,69.4078948392486
"3576","pav",267,"obese","second",16,"CSminus",8,0.6580284,1,50.0000011973684
"3577","pav",267,"obese","second",17,"CSplus",9,0.8234572,1,69.4078948392486
"3578","pav",267,"obese","second",18,"CSminus",9,0.9414534,1,50.0000011973684
"3579","pav",267,"obese","second",19,"CSminus",10,0.8550647,1,50.0000011973684
"3580","pav",267,"obese","second",20,"CSplus",10,0.7113433,1,69.4078948392486
"3581","pav",267,"obese","second",21,"CSminus",11,0.8318733,1,50.0000011973684
"3582","pav",267,"obese","second",22,"CSplus",11,0.5732421,1,69.4078948392486
"3583","pav",267,"obese","second",23,"CSminus",12,0.8770262,1,50.0000011973684
"3584","pav",267,"obese","second",24,"CSplus",12,0.5382081,1,69.4078948392486
"3585","pav",267,"obese","second",25,"CSplus",13,0.7694278,1,69.4078948392486
"3586","pav",267,"obese","second",26,"CSminus",13,0,0,50.0000011973684
"3587","pav",267,"obese","second",27,"CSplus",14,0.8893214,1,69.4078948392486
"3588","pav",267,"obese","second",28,"CSminus",14,0.7599973,1,50.0000011973684
"3589","pav",267,"obese","second",29,"CSminus",15,0.7153792,1,50.0000011973684
"3590","pav",267,"obese","second",30,"CSplus",15,0,0,69.4078948392486
"3591","pav",267,"obese","second",31,"CSminus",16,0.9620559,1,50.0000011973684
"3592","pav",267,"obese","second",32,"CSplus",16,0.8321302,1,69.4078948392486
"3593","pav",267,"obese","second",33,"CSminus",17,0.7045283,1,50.0000011973684
"3594","pav",267,"obese","second",34,"CSplus",17,0.6858329,1,69.4078948392486
"3595","pav",267,"obese","second",35,"CSplus",18,0.8902562,1,69.4078948392486
"3596","pav",267,"obese","second",36,"CSminus",18,0.7275845,1,50.0000011973684
"3597","pav",267,"obese","second",37,"CSminus",19,0.8154338,1,50.0000011973684
"3598","pav",267,"obese","second",38,"CSplus",19,0.8696849,1,69.4078948392486
"3599","pav",267,"obese","second",39,"CSplus",20,0.8519678,1,69.4078948392486
"3600","pav",267,"obese","second",40,"CSminus",20,0,0,50.0000011973684
"3601","pav",268,"obese","second",1,"CSminus",1,0.5406979,1,50.0000011973684
"3602","pav",268,"obese","second",2,"CSplus",1,0.3656436,1,74.0131654491864
"3603","pav",268,"obese","second",3,"CSplus",2,0.353943,1,74.0131654491864
"3604","pav",268,"obese","second",4,"CSminus",2,0.5471054,1,50.0000011973684
"3605","pav",268,"obese","second",5,"CSplus",3,0.4979101,1,74.0131654491864
"3606","pav",268,"obese","second",6,"CSminus",3,0.6004616,1,50.0000011973684
"3607","pav",268,"obese","second",7,"CSminus",4,0.626433,1,50.0000011973684
"3608","pav",268,"obese","second",8,"CSplus",4,0.5632439,1,74.0131654491864
"3609","pav",268,"obese","second",9,"CSplus",5,0.7789457,1,74.0131654491864
"3610","pav",268,"obese","second",10,"CSminus",5,0,0,50.0000011973684
"3611","pav",268,"obese","second",11,"CSplus",6,0.4266561,1,74.0131654491864
"3612","pav",268,"obese","second",12,"CSminus",6,0.4731956,1,50.0000011973684
"3613","pav",268,"obese","second",13,"CSminus",7,0.4194605,1,50.0000011973684
"3614","pav",268,"obese","second",14,"CSplus",7,0,0,74.0131654491864
"3615","pav",268,"obese","second",15,"CSplus",8,0,0,74.0131654491864
"3616","pav",268,"obese","second",16,"CSminus",8,0.4468387,1,50.0000011973684
"3617","pav",268,"obese","second",17,"CSminus",9,0.9423164,1,50.0000011973684
